SR750/760 - V401,ADDRESS,SETPOINT,Relay Setting Category,Info Name
Setpoint Group 4,1604,S5,GROUND TIME OVERCURRENT ,Ground Time Overcurrent Multiplier
Setpoint Group 4,1605,S5,GROUND TIME OVERCURRENT ,Ground Time Overcurrent Reset Time
Setpoint Group 4,1606,S5,GROUND TIME OVERCURRENT ,Ground Time Overcurrent Direction
Setpoint Group 4,1608,S5,GROUND INSTANTANEOUS OVERCURRENT ,Ground Instantaneous Overcurrent Function
Setpoint Group 4,1609,S5,GROUND INSTANTANEOUS OVERCURRENT ,Ground Instantaneous Overcurrent Relays
Setpoint Group 4,160A,S5,GROUND INSTANTANEOUS OVERCURRENT ,Ground Instantaneous Overcurrent Pickup
Setpoint Group 4,160B,S5,GROUND INSTANTANEOUS OVERCURRENT ,Ground Instantaneous Overcurrent Delay
Setpoint Group 4,160C,S5,GROUND INSTANTANEOUS OVERCURRENT ,Ground Instantaneous Overcurrent Direction
Setpoint Group 4,160E,S5,GROUND DIRECTIONAL,Ground Directional Function
Setpoint Group 4,160F,S5,GROUND DIRECTIONAL,Ground Directional Maximum Torque Angle
Setpoint Group 4,1610,S5,GROUND DIRECTIONAL,Ground Directional Minimum Polarizing Voltage
Setpoint Group 4,1611,S5,GROUND DIRECTIONAL,Ground Directional Polarizing
Setpoint Group 4,1612,S5,GROUND DIRECTIONAL,Ground Directional Relays
Setpoint Group 4,1630,S5,NEUTRAL TIME OVERCURRENT 1,Neutral Time Overcurrent 1 Function
Setpoint Group 4,1631,S5,NEUTRAL TIME OVERCURRENT 1,Neutral Time Overcurrent 1 Relays
Setpoint Group 4,1632,S5,NEUTRAL TIME OVERCURRENT 1,Neutral Time Overcurrent 1 Curve
Setpoint Group 4,1633,S5,NEUTRAL TIME OVERCURRENT 1,Neutral Time Overcurrent 1 Pickup
Setpoint Group 4,1634,S5,NEUTRAL TIME OVERCURRENT 1,Neutral Time Overcurrent 1 Multiplier
Setpoint Group 4,1635,S5,NEUTRAL TIME OVERCURRENT 1,Neutral Time Overcurrent 1 Reset Time
Setpoint Group 4,1636,S5,NEUTRAL TIME OVERCURRENT 1,Neutral Time Overcurrent 1 Direction
Setpoint Group 4,1640,S5,NEUTRAL INSTANANEOUS OVERCURRENT 1,Neutral Instantaneous Overcurrent 1 Function
Setpoint Group 4,1641,S5,NEUTRAL INSTANANEOUS OVERCURRENT 1,Neutral Instantaneous Overcurrent 1 Relays
Setpoint Group 4,1642,S5,NEUTRAL INSTANANEOUS OVERCURRENT 1,Neutral Instantaneous Overcurrent 1 Pickup
Setpoint Group 4,1643,S5,NEUTRAL INSTANANEOUS OVERCURRENT 1,Neutral Instantaneous Overcurrent 1 Delay
Setpoint Group 4,1644,S5,NEUTRAL INSTANANEOUS OVERCURRENT 1,Neutral Instantaneous Overcurrent 1 Direction
Setpoint Group 4,1650,S5,NEUTRAL INSTANTANEOUS OVERCURRENT 2,Neutral Instantaneous Overcurrent 2 Function
Setpoint Group 4,1651,S5,NEUTRAL INSTANTANEOUS OVERCURRENT 2,Neutral Instantaneous Overcurrent 2 Relays
Setpoint Group 4,1652,S5,NEUTRAL INSTANTANEOUS OVERCURRENT 2,Neutral Instantaneous Overcurrent 2 Pickup
Setpoint Group 4,1653,S5,NEUTRAL INSTANTANEOUS OVERCURRENT 2,Neutral Instantaneous Overcurrent 2 Delay
Setpoint Group 4,1654,S5,NEUTRAL INSTANTANEOUS OVERCURRENT 2,Neutral Instantaneous Overcurrent 2 Direction
Setpoint Group 4,1660,S5,NEUTRAL TIME OVERCURRENT 2,Neutral Time Overcurrent 2 Function
Setpoint Group 4,1661,S5,NEUTRAL TIME OVERCURRENT 2,Neutral Time Overcurrent 2 Relays
Setpoint Group 4,1662,S5,NEUTRAL TIME OVERCURRENT 2,Neutral Time Overcurrent 2 Curve
Setpoint Group 4,1663,S5,NEUTRAL TIME OVERCURRENT 2,Neutral Time Overcurrent 2 Pickup
Setpoint Group 4,1664,S5,NEUTRAL TIME OVERCURRENT 2,Neutral Time Overcurrent 2 Multiplier
Setpoint Group 4,1665,S5,NEUTRAL TIME OVERCURRENT 2,Neutral Time Overcurrent 2 Reset Time
Setpoint Group 4,1666,S5,NEUTRAL TIME OVERCURRENT 2,Neutral Time Overcurrent 2 Direction
Setpoint Group 4,1670,S5,NEUTRAL DIRECTIONAL,Neutral Directional Function
Setpoint Group 4,1671,S5,NEUTRAL DIRECTIONAL,Neutral Directional Maximum Torque Angle
Setpoint Group 4,1672,S5,NEUTRAL DIRECTIONAL,Minimum Polarizing Voltage
Setpoint Group 4,1674,S5,NEUTRAL DIRECTIONAL,Neutral Directional Polarizing
Setpoint Group 4,1675,S5,NEUTRAL DIRECTIONAL,Neutral Directional Relays
Setpoint Group 4,1700,S5,NEGATIVE SEQUENCE TIME OVERCURRENT,Negative Sequence Time Overcurrent Function
Setpoint Group 4,1701,S5,NEGATIVE SEQUENCE TIME OVERCURRENT,Negative Sequence Time Overcurrent Relays
Setpoint Group 4,1702,S5,NEGATIVE SEQUENCE TIME OVERCURRENT,Negative Sequence Time Overcurrent Curve
Setpoint Group 4,1703,S5,NEGATIVE SEQUENCE TIME OVERCURRENT,Negative Sequence Time Overcurrent Pickup
Setpoint Group 4,1704,S5,NEGATIVE SEQUENCE TIME OVERCURRENT,Negative Sequence Time Overcurrent Multiplier
Setpoint Group 4,1705,S5,NEGATIVE SEQUENCE TIME OVERCURRENT,Negative Sequence Time Overcurrent Reset Time
Setpoint Group 4,1706,S5,NEGATIVE SEQUENCE TIME OVERCURRENT,Negative Sequence Time Overcurrent Direction
Setpoint Group 4,1710,S5,NEGATIVE SEQUENCE INST OVERCURRENT,Negative Sequence Inst Overcurrent Function
Setpoint Group 4,1711,S5,NEGATIVE SEQUENCE INST OVERCURRENT,Negative Sequence Instantaneous Overcurrent Relays
Setpoint Group 4,1712,S5,NEGATIVE SEQUENCE INST OVERCURRENT,Negative Sequence Instantaneous Overcurrent Pickup
Setpoint Group 4,1713,S5,NEGATIVE SEQUENCE INST OVERCURRENT,Negative Sequence Instantaneous Overcurrent Delay
Setpoint Group 4,1714,S5,NEGATIVE SEQUENCE INST OVERCURRENT,Negative Sequence Inst Overcurrent Direction
Setpoint Group 4,1720,S5,NEGATIVE SEQUENCE VOLTAGE,Negative Sequence Voltage Function
Setpoint Group 4,1721,S5,NEGATIVE SEQUENCE VOLTAGE,Negative Sequence Voltage Relays
Setpoint Group 4,1722,S5,NEGATIVE SEQUENCE VOLTAGE,Negative Sequence Voltage Pickup
Setpoint Group 4,1723,S5,NEGATIVE SEQUENCE VOLTAGE,Negative Sequence Voltage Delay
Setpoint Group 4,1730,S5,NEGATIVE SEQUENCE DIRECTIONAL,Negative Sequence Directional Function
Setpoint Group 4,1731,S5,NEGATIVE SEQUENCE DIRECTIONAL,Neg Seq Directional Maximum Torque Angle (MTA)
Setpoint Group 4,1732,S5,NEGATIVE SEQUENCE DIRECTIONAL,Minimum Polarizing Voltage
Setpoint Group 4,1733,S5,NEGATIVE SEQUENCE DIRECTIONAL,Negative Sequence Directional Relays
Setpoint Group 4,1740,S5,SENSITIVE GROUND INSTANTANEOUS OC,Sensitive Ground Instantaneous Overcurrent Function
Setpoint Group 4,1741,S5,SENSITIVE GROUND INSTANTANEOUS OC,Sensitive Ground Instantaneous Overcurrent Relays
Setpoint Group 4,1742,S5,SENSITIVE GROUND INSTANTANEOUS OC,Sensitive Ground Instantaneous Overcurrent Pickup
Setpoint Group 4,1743,S5,SENSITIVE GROUND INSTANTANEOUS OC,Sensitive Ground Instantaneous Overcurrent Delay
Setpoint Group 4,1744,S5,SENSITIVE GROUND INSTANTANEOUS OC,Sensitive Ground Instantaneous Overcurrent Direction
Setpoint Group 4,1750,S5,SENSITIVE GROUND TIME OC,Sensitive Ground Time Overcurrent Function
Setpoint Group 4,1751,S5,SENSITIVE GROUND TIME OC,Sensitive Ground Time Overcurrent Relays
Setpoint Group 4,1752,S5,SENSITIVE GROUND TIME OC,Sensitive Ground Time Overcurrent Curve
Setpoint Group 4,1753,S5,SENSITIVE GROUND TIME OC,Sensitive Ground Time Overcurrent Pickup
Setpoint Group 4,1754,S5,SENSITIVE GROUND TIME OC,Sensitive Ground Time Overcurrent Multiplier
Setpoint Group 4,1755,S5,SENSITIVE GROUND TIME OC,Sensitive Ground Time Overcurrent Reset Time
Setpoint Group 4,1756,S5,SENSITIVE GROUND TIME OC,Sensitive Ground Time Overcurrent Direction
Setpoint Group 4,1760,S5,SENSITIVE GROUND DIRECTIONAL,Sensitive Ground Directional Function
Setpoint Group 4,1761,S5,SENSITIVE GROUND DIRECTIONAL,Sensitive Ground Directional Maximum Torque Angle
Setpoint Group 4,1762,S5,SENSITIVE GROUND DIRECTIONAL,Minimum Polarizing Voltage
Setpoint Group 4,1763,S5,SENSITIVE GROUND DIRECTIONAL,Sensitive Ground Directional Polarizing
Setpoint Group 4,1764,S5,SENSITIVE GROUND DIRECTIONAL,Sensitive Ground Directional Relays
Setpoint Group 4,1770,S5,RESTRICTED EARTH FAULT (REF),Restricted Earth Fault Function
Setpoint Group 4,1771,S5,RESTRICTED EARTH FAULT (REF),Restricted Earth Fault Relays
Setpoint Group 4,1772,S5,RESTRICTED EARTH FAULT (REF),Restricted Earth Fault Pickup
Setpoint Group 4,1773,S5,RESTRICTED EARTH FAULT (REF),Restricted Earth Fault Delay
Setpoint Group 4,1780,S5,BUS UNDERVOLTAGE 1,Bus Undervoltage 1 Function
Setpoint Group 4,1781,S5,BUS UNDERVOLTAGE 1,Bus Undervoltage 1 Relays
Setpoint Group 4,1782,S5,BUS UNDERVOLTAGE 1,Bus Undervoltage 1 Pickup
Setpoint Group 4,1783,S5,BUS UNDERVOLTAGE 1,Bus Undervoltage 1 Delay
Setpoint Group 4,1784,S5,BUS UNDERVOLTAGE 1,Bus Undervoltage 1 Phases Required for Operation
Setpoint Group 4,1785,S5,BUS UNDERVOLTAGE 1,Bus Undervoltage 1 Minimum Operating Voltage
Setpoint Group 4,1786,S5,BUS UNDERVOLTAGE 1,Bus Undervoltage 1 Curve
Setpoint Group 4,1788,S5,BUS UNDERVOLTAGE 2,Bus Undervoltage 2 Function
Setpoint Group 4,1789,S5,BUS UNDERVOLTAGE 2,Bus Undervoltage 2 Relays
Setpoint Group 4,178A,S5,BUS UNDERVOLTAGE 2,Bus Undervoltage 2 Pickup
Setpoint Group 4,178B,S5,BUS UNDERVOLTAGE 2,Bus Undervoltage 2 Delay
Setpoint Group 4,178C,S5,BUS UNDERVOLTAGE 2,Bus Undervoltage 2 Phases Required for Operation
Setpoint Group 4,178D,S5,BUS UNDERVOLTAGE 2,Bus Undervoltage 2 Minimum Operating Voltage
Setpoint Group 4,178E,S5,BUS UNDERVOLTAGE 2,Bus Undervoltage 2 Curve
Setpoint Group 4,1790,S5,OVERVOLTAGE 1,Overvoltage 1 Function
Setpoint Group 4,1791,S5,OVERVOLTAGE 1,Overvoltage 1 Relays
Setpoint Group 4,1792,S5,OVERVOLTAGE 1,Overvoltage 1 Pickup
Setpoint Group 4,1793,S5,OVERVOLTAGE 1,Overvoltage 1 Delay
Setpoint Group 4,1794,S5,OVERVOLTAGE 1,Overvoltage 1 Phases Required for Operation
Setpoint Group 4,1798,S5,OVERVOLTAGE 2,Overvoltage 2 Function
Setpoint Group 4,1799,S5,OVERVOLTAGE 2,Overvoltage 2 Relays
Setpoint Group 4,179A,S5,OVERVOLTAGE 2,Overvoltage 2 Pickup
Setpoint Group 4,179B,S5,OVERVOLTAGE 2,Overvoltage 2 Delay
Setpoint Group 4,179C,S5,OVERVOLTAGE 2,Overvoltage 2 Phases Required for Operation
Setpoint Group 4,17A0,S5,UNDERFREQUENCY 1,Underfrequency 1 Function
Setpoint Group 4,17A1,S5,UNDERFREQUENCY 1,Underfrequency 1 Relays
Setpoint Group 4,17A2,S5,UNDERFREQUENCY 1,Underfrequency 1 Pickup
Setpoint Group 4,17A3,S5,UNDERFREQUENCY 1,Underfrequency 1 Delay
Setpoint Group 4,17A4,S5,UNDERFREQUENCY 1,Underfrequency 1 Minimum Operating Voltage
Setpoint Group 4,17A5,S5,UNDERFREQUENCY 1,Underfrequency 1 Minimum Operating Current
Setpoint Group 4,17A8,S5,UNDERFREQUENCY 2,Underfrequency 2 Function
Setpoint Group 4,17A9,S5,UNDERFREQUENCY 2,Underfrequency 2 Relays
Setpoint Group 4,17AA,S5,UNDERFREQUENCY 2,Underfrequency 2 Pickup
Setpoint Group 4,17AB,S5,UNDERFREQUENCY 2,Underfrequency 2 Delay
Setpoint Group 4,17AC,S5,UNDERFREQUENCY 2,Underfrequency 2 Minimum Operating Voltage
Setpoint Group 4,17AD,S5,UNDERFREQUENCY 2,Underfrequency 2 Minimum Operating Current
Setpoint Group 4,17B0,S5,LINE UNDERVOLTAGE 3,Line Undervoltage 3 Function
Setpoint Group 4,17B1,S5,LINE UNDERVOLTAGE 3,Line Undervoltage 3 Relays
Setpoint Group 4,17B2,S5,LINE UNDERVOLTAGE 3,Line Undervoltage 3 Pickup
Setpoint Group 4,17B3,S5,LINE UNDERVOLTAGE 3,Line Undervoltage 3 Delay
Setpoint Group 4,17B4,S5,LINE UNDERVOLTAGE 3,Line Undervoltage 3 Minimum Operating Voltage
Setpoint Group 4,17B5,S5,LINE UNDERVOLTAGE 3,Line Undervoltage 3 Curve
Setpoint Group 4,17B8,S5,LINE UNDERVOLTAGE 4,Line Undervoltage 4 Function
Setpoint Group 4,17B9,S5,LINE UNDERVOLTAGE 4,Line Undervoltage 4 Relays
Setpoint Group 4,17BA,S5,LINE UNDERVOLTAGE 4,Line Undervoltage 4 Pickup
Setpoint Group 4,17BB,S5,LINE UNDERVOLTAGE 4,Line Undervoltage 4 Delay
Setpoint Group 4,17BC,S5,LINE UNDERVOLTAGE 4,Line Undervoltage 4 Minimum Operating Voltage
Setpoint Group 4,17BD,S5,LINE UNDERVOLTAGE 4,Line Undervoltage 4 Curve
Setpoint Group 4,17C0,S5,FREQUENCY DECAY,Frequency Decay Function
Setpoint Group 4,17C1,S5,FREQUENCY DECAY,Frequency Decay Relays
Setpoint Group 4,17C2,S5,FREQUENCY DECAY,Frequency Decay Rate
Setpoint Group 4,17C3,S5,FREQUENCY DECAY,Frequency Decay Pickup
Setpoint Group 4,17C4,S5,FREQUENCY DECAY,Frequency Decay Delay
Setpoint Group 4,17C5,S5,FREQUENCY DECAY,Frequency Decay Minimum Operating Voltage
Setpoint Group 4,17C6,S5,FREQUENCY DECAY,Frequency Decay Minimum Operating Current
Setpoint Group 4,17CE,S5,NEUTRAL DISPLACEMENT,Neutral Displacement Function
Setpoint Group 4,17CF,S5,NEUTRAL DISPLACEMENT,Neutral Displacement Relays
Setpoint Group 4,17D0,S5,NEUTRAL DISPLACEMENT,Neutral Displacement Pickup
Setpoint Group 4,17D1,S5,NEUTRAL DISPLACEMENT,Neutral Displacement Multiplier
Setpoint Group 4,17D2,S5,NEUTRAL DISPLACEMENT,Neutral Displacement Curve
Setpoint Group 4,17D3,S5,NEUTRAL DISPLACEMENT,Neutral Displacement Reset Time
Setpoint Information,1800,S6,PHASE CURRENT LEVEL,Phase Current Level Function
Setpoint Information,1801,S6,PHASE CURRENT LEVEL,Phase Current Level Relays
Setpoint Information,1802,S6,PHASE CURRENT LEVEL,Phase Current Level Pickup
Setpoint Information,1803,S6,PHASE CURRENT LEVEL,Phase Current Level Delay
Setpoint Information,1808,S6,NEUTRAL CURRENT LEVEL,Neutral Current Level Function
Setpoint Information,1809,S6,NEUTRAL CURRENT LEVEL,Neutral Current Level Relays
Setpoint Information,180A,S6,NEUTRAL CURRENT LEVEL,Neutral Current Level Pickup
Setpoint Information,180B,S6,NEUTRAL CURRENT LEVEL,Neutral Current Level Delay
Setpoint Information,1810,S6,POWER FACTOR 1,Power Factor 1 Function
Setpoint Information,1811,S6,POWER FACTOR 1,Power Factor 1 Relays
Setpoint Information,1812,S6,POWER FACTOR 1,"Power Factor 1 Pickup (+ Lag, - Lead)"
Setpoint Information,1813,S6,POWER FACTOR 1,"Power Factor 1 Dropout (+ Lag, - Lead)"
Setpoint Information,1814,S6,POWER FACTOR 1,Power Factor 1 Delay
Setpoint Information,1818,S6,POWER FACTOR 2,Power Factor 2 Function
Setpoint Information,1819,S6,POWER FACTOR 2,Power Factor 2 Relays
Setpoint Information,181A,S6,POWER FACTOR 2,"Power Factor 2 Pickup (+ Lag, - Lead)"
Setpoint Information,181B,S6,POWER FACTOR 2,"Power Factor 2 Dropout (+ Lag, - Lead)"
Setpoint Information,181C,S6,POWER FACTOR 2,Power Factor 2 Delay
Setpoint Information,1830,S6,FAULT LOCATOR,Length of Feeder
Setpoint Information,1831,S6,FAULT LOCATOR,Units of Length
Setpoint Information,1832,S6,FAULT LOCATOR,Zpos (Resistive) of Feeder
Setpoint Information,1833,S6,FAULT LOCATOR,Zpos (Inductive) of Feeder
Setpoint Information,1834,S6,FAULT LOCATOR,Zzero (Resistive) of Feeder
Setpoint Information,1835,S6,FAULT LOCATOR,Zzero (Inductive) of Feeder
Setpoint Information,1836,S6,FAULT LOCATOR,Fault Type Output to Relays 4 to 7
Setpoint Information,1837,S6,FAULT LOCATOR,Fault Location After Trip
Setpoint Information,1840,S6,CURRENT DEMAND,Current Demand Function
Setpoint Information,1841,S6,CURRENT DEMAND,Current Demand Measurement Type
Setpoint Information,1842,S6,CURRENT DEMAND,Current Demand Thermal 90% Response
Setpoint Information,1843,S6,CURRENT DEMAND,Current Demand Time Interval
Setpoint Information,1844,S6,CURRENT DEMAND,Current Demand Relays
Setpoint Information,1845,S6,CURRENT DEMAND,Current Demand Pickup
Setpoint Information,1848,S6,REAL POWER DEMAND,Real Power Demand Function
Setpoint Information,1849,S6,REAL POWER DEMAND,Real Power Demand Measurement Type
Setpoint Information,184A,S6,REAL POWER DEMAND,Real Power Demand Thermal 90% Response
Setpoint Information,184B,S6,REAL POWER DEMAND,Real Power Demand Time Interval
Setpoint Information,184C,S6,REAL POWER DEMAND,Real Power Demand Relays
Setpoint Information,184D,S6,REAL POWER DEMAND,Real Power Demand Pickup
Setpoint Information,1850,S6,REACTIVE POWER DEMAND,Reactive Power Demand Function
Setpoint Information,1851,S6,REACTIVE POWER DEMAND,Reactive Power Demand Measurement Type
Setpoint Information,1852,S6,REACTIVE POWER DEMAND,Reactive Power Demand Thermal 90% Response
Setpoint Information,1853,S6,REACTIVE POWER DEMAND,Reactive Power Demand Time Interval
Setpoint Information,1854,S6,REACTIVE POWER DEMAND,Reactive Power Demand Relays
Setpoint Information,1855,S6,REACTIVE POWER DEMAND,Reactive Power Demand Pickup
Setpoint Information,1858,S6,APPARENT POWER DEMAND,Apparent Power Demand Function
Setpoint Information,1859,S6,APPARENT POWER DEMAND,Apparent Power Demand Measurement Type
Setpoint Information,185A,S6,APPARENT POWER DEMAND,App. Power Demand Thermal 90% Response
Setpoint Information,185B,S6,APPARENT POWER DEMAND,Apparent Power Demand Time Interval
Setpoint Information,185C,S6,APPARENT POWER DEMAND,Apparent Power Demand Relays
Setpoint Information,185D,S6,APPARENT POWER DEMAND,Apparent Power Demand Pickup
Setpoint Information,1860,S6,PULSE OUTPUT,Pulse Output Function
Setpoint Information,1861,S6,PULSE OUTPUT,Positive Watthours Pulse Output Relays
Setpoint Information,1862,S6,PULSE OUTPUT,Positive Watthours Pulse Interval
Setpoint Information,1863,S6,PULSE OUTPUT,Negative Wathhours Pulse Output Relays
Setpoint Information,1864,S6,PULSE OUTPUT,Negative Watthours Pulse Interval
Setpoint Information,1865,S6,PULSE OUTPUT,Positive Varhours Pulse Output Relays
Setpoint Information,1866,S6,PULSE OUTPUT,Positive Varhours Pulse Interval
Setpoint Information,1867,S6,PULSE OUTPUT,Negative Varhours Pulse Ouput Relays
Setpoint Information,1868,S6,PULSE OUTPUT,Negative Varhours Pulse Interval
Setpoint Information,1880,S6,ANALOG INPUT SETUP,Analog Input Name (10 words)
Setpoint Information,1881,S6,ANALOG INPUT SETUP,Analog Input Name (10 words)
Setpoint Information,1882,S6,ANALOG INPUT SETUP,Analog Input Name (10 words)
Setpoint Information,1883,S6,ANALOG INPUT SETUP,Analog Input Name (10 words)
Setpoint Information,1884,S6,ANALOG INPUT SETUP,Analog Input Name (10 words)
Setpoint Information,1885,S6,ANALOG INPUT SETUP,Analog Input Name (10 words)
Setpoint Information,1886,S6,ANALOG INPUT SETUP,Analog Input Name (10 words)
Setpoint Information,1887,S6,ANALOG INPUT SETUP,Analog Input Name (10 words)
Setpoint Information,1888,S6,ANALOG INPUT SETUP,Analog Input Name (10 words)
Setpoint Information,1889,S6,ANALOG INPUT SETUP,Analog Input Name (10 words)
Setpoint Information,188A,S6,ANALOG INPUT SETUP,Analog Input Units (3 words)
Setpoint Information,188B,S6,ANALOG INPUT SETUP,Analog Input Units (3 words)
Setpoint Information,188C,S6,ANALOG INPUT SETUP,Analog Input Units (3 words)
Setpoint Information,188D,S6,ANALOG INPUT SETUP,Analog Input Range
Setpoint Information,188E,S6,ANALOG INPUT SETUP,Analog Input Minimum Value
Setpoint Information,188F,S6,ANALOG INPUT SETUP,Analog Input Maximum Value
Setpoint Information,18A0,S6,ANALOG INPUT THRESHOLD 1,Analog Threshold 1 Function
Setpoint Information,18A1,S6,ANALOG INPUT THRESHOLD 1,Analog Threshold 1 Relays
Setpoint Information,18A2,S6,ANALOG INPUT THRESHOLD 1,Analog Threshold 1 Pickup
Setpoint Information,18A3,S6,ANALOG INPUT THRESHOLD 1,Analog Threshold 1 Delay
Setpoint Information,18A4,S6,ANALOG INPUT THRESHOLD 1,Analog Threshold 1 Pickup Type
Setpoint Information,18A5,S6,ANALOG INPUT THRESHOLD 1,Analog Threshold 1 Drop Out Ratio
Setpoint Information,18A8,S6,ANALOG INPUT THRESHOLD 2,Analog Threshold 2 Function
Setpoint Information,18A9,S6,ANALOG INPUT THRESHOLD 2,Analog Threshold 2 Relays
Setpoint Information,18AA,S6,ANALOG INPUT THRESHOLD 2,Analog Threshold 2 Pickup
Setpoint Information,18AB,S6,ANALOG INPUT THRESHOLD 2,Analog Threshold 2 Delay
Setpoint Information,18AC,S6,ANALOG INPUT THRESHOLD 2,Analog Threshold 2 Pickup Type
Setpoint Information,18AD,S6,ANALOG INPUT THRESHOLD 2,Analog Threshold 2 Drop Out Ratio
Setpoint Information,18B0,S6,ANALOG INPUT RATE 1,Analog In Rate 1 Function
Setpoint Information,18B1,S6,ANALOG INPUT RATE 1,Analog In Rate 1 Relays
Setpoint Information,18B2,S6,ANALOG INPUT RATE 1,Analog In Rate 1 Pickup
Setpoint Information,18B3,S6,ANALOG INPUT RATE 1,Analog In Rate 1 Delay
Setpoint Information,18B8,S6,ANALOG INPUT RATE 2,Analog In Rate 2 Function
Setpoint Information,18B9,S6,ANALOG INPUT RATE 2,Analog In Rate 2 Relays
Setpoint Information,18BA,S6,ANALOG INPUT RATE 2,Analog In Rate 2 Pickup
Setpoint Information,18BB,S6,ANALOG INPUT RATE 2,Analog In Rate 2 Delay
Setpoint Information,18C0,S6,ANALOG OUTPUT 1,Analog Output 1 Parameter
Setpoint Information,18C1,S6,ANALOG OUTPUT 1,Analog Output 1 Minimum
Setpoint Information,18C2,S6,ANALOG OUTPUT 1,Analog Output 1 Maximum
Setpoint Information,18C4,S6,ANALOG OUTPUT 2,Analog Output 2 Parameter
Setpoint Information,18C5,S6,ANALOG OUTPUT 2,Analog Output 2 Minimum
Setpoint Information,18C6,S6,ANALOG OUTPUT 2,Analog Output 2 Maximum
Setpoint Information,18C8,S6,ANALOG OUTPUT 3,Analog Output 3 Parameter
Setpoint Information,18C9,S6,ANALOG OUTPUT 3,Analog Output 3 Minimum
Setpoint Information,18CA,S6,ANALOG OUTPUT 3,Analog Output 3 Maximum
Setpoint Information,18CC,S6,ANALOG OUTPUT 4,Analog Output 4 Parameter
Setpoint Information,18CD,S6,ANALOG OUTPUT 4,Analog Output 4 Minimum
Setpoint Information,18CE,S6,ANALOG OUTPUT 4,Analog Output 4 Maximum
Setpoint Information,18D0,S6,ANALOG OUTPUT 5,Analog Output 5 Parameter
Setpoint Information,18D1,S6,ANALOG OUTPUT 5,Analog Output 5 Minimum
Setpoint Information,18D2,S6,ANALOG OUTPUT 5,Analog Output 5 Maximum
Setpoint Information,18D4,S6,ANALOG OUTPUT 6,Analog Output 6 Parameter
Setpoint Information,18D5,S6,ANALOG OUTPUT 6,Analog Output 6 Minimum
Setpoint Information,18D6,S6,ANALOG OUTPUT 6,Analog Output 6 Maximum
Setpoint Information,18D8,S6,ANALOG OUTPUT 7,Analog Output 7 Parameter
Setpoint Information,18D9,S6,ANALOG OUTPUT 7,Analog Output 7 Minimum
Setpoint Information,18DA,S6,ANALOG OUTPUT 7,Analog Output 7 Maximum
Setpoint Information,18DC,S6,ANALOG OUTPUT 8,Analog Output 8 Parameter
Setpoint Information,18DD,S6,ANALOG OUTPUT 8,Analog Output 8 Minimum
Setpoint Information,18DE,S6,ANALOG OUTPUT 8,Analog Output 8 Maximum
Setpoint Information,18E0,S6,OVERFREQUENCY,Overfrequency Function
Setpoint Information,18E1,S6,OVERFREQUENCY,Overfrequency Relays
Setpoint Information,18E2,S6,OVERFREQUENCY,Overfrequency Pickup
Setpoint Information,18E3,S6,OVERFREQUENCY,Overfrequency Delay
Setpoint Information,1900,S6,TRIP COUNTER,Trip Counter Function
Setpoint Information,1901,S6,TRIP COUNTER,Trip Counter Relays
Setpoint Information,1902,S6,TRIP COUNTER,Trip Counter Limit
Setpoint Information,1908,S6,TOTAL ARCING CURRENT,Total Arcing Current Function
Setpoint Information,1909,S6,TOTAL ARCING CURRENT,Total Arcing Current Relays
Setpoint Information,190A,S6,TOTAL ARCING CURRENT,Total Arcing Current Start Delay
Setpoint Information,190B,S6,TOTAL ARCING CURRENT,Total Arcing Current Limit
Setpoint Information,1918,S6,VT FAILURE,VT Failure Function
Setpoint Information,1919,S6,VT FAILURE,VT Failure Relays
Setpoint Information,191A,S6,VT FAILURE,VT Failure Delay
Setpoint Group 1,1980,S5,BREAKER FAILURE,Breaker Failure Function
Setpoint Group 1,1981,S5,BREAKER FAILURE,Breaker Failure Relays
Setpoint Group 1,1982,S5,BREAKER FAILURE,Breaker Failure Delay 1
Setpoint Group 1,1983,S5,BREAKER FAILURE,Breaker Failure Current
Setpoint Group 1,1984,S5,BREAKER FAILURE,Breaker Failure Delay 2
Setpoint Group 2,1980,S5,BREAKER FAILURE,Breaker Failure Function
Setpoint Group 2,1981,S5,BREAKER FAILURE,Breaker Failure Relays
Setpoint Group 2,1982,S5,BREAKER FAILURE,Breaker Failure Delay 1
Setpoint Group 2,1983,S5,BREAKER FAILURE,Breaker Failure Current
Setpoint Group 2,1984,S5,BREAKER FAILURE,Breaker Failure Delay 2
Setpoint Group 3,1980,S5,BREAKER FAILURE,Breaker Failure Function
Setpoint Group 3,1981,S5,BREAKER FAILURE,Breaker Failure Relays
Setpoint Group 3,1982,S5,BREAKER FAILURE,Breaker Failure Delay 1
Setpoint Group 3,1983,S5,BREAKER FAILURE,Breaker Failure Current
Setpoint Group 3,1984,S5,BREAKER FAILURE,Breaker Failure Delay 2
Setpoint Group 4,1980,S5,BREAKER FAILURE,Breaker Failure Function
Setpoint Group 4,1981,S5,BREAKER FAILURE,Breaker Failure Relays
Setpoint Group 4,1982,S5,BREAKER FAILURE,Breaker Failure Delay 1
Setpoint Group 4,1983,S5,BREAKER FAILURE,Breaker Failure Current
Setpoint Group 4,1984,S5,BREAKER FAILURE,Breaker Failure Delay 2
Setpoint Information,1988,S6,BREAKER OPERATION,Breaker Operation Function
Setpoint Information,1989,S6,BREAKER OPERATION,Breaker Operation Relays
Setpoint Information,198A,S6,BREAKER OPERATION,Breaker Operation Delay
